PID	Code	Description	Size	Units	Value	Bldg#	CollectedOn
576	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	3	2024-11-04
576	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	2	2024-11-04
576	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	2	2024-11-04
576	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
576	FPLD	DELUX FIREPLAC	1.00	UNITS	9900	1	2024-11-04
576	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
576	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-04
578	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
578	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
579	FPL3	2 STORY CHIM	2.00	UNITS	8500	1	2024-11-04
579	FPO	EXTRA FPL OPEN	5.00	UNITS	5100	1	2024-11-04
579	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
584	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
584	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
584	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
593	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
593	GNRA	SV GENERATOR	1.00	UNITS	3700	1	2024-11-04
594	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
594	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
594	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
597	FPL	FIREPLCE/MET F	1.00	UNITS	1600	1	2024-11-04
605	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
607	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-04
611	FPL	FIREPLCE/MET F	1.00	UNITS	1700	1	2024-11-04
611	FPL3	2 STORY CHIM	1.00	UNITS	4800	1	2024-11-04
611	GNRA	SV GENERATOR	1.00	UNITS	5300	1	2024-11-04
616	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
616	GNRA	SV GENERATOR	1.00	UNITS	0	1	2024-11-04
621	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
625	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
626	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
638	FPL1	FIREPLACE 1 ST	1.00	UNITS	2800	2	2024-11-04
638	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	2	2024-11-04
638	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
639	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-04
639	FPL	FIREPLCE/MET F	2.00	UNITS	3200	1	2024-11-04
639	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
639	SHWR	EXT SHOWER	1.00	UNITS	400	1	2024-11-04
639	HOTT	HOT TUB	1.00	UNITS	3500	1	2024-11-04
645	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
645	HRTH	HEARTH-INC FLU	2.00	UNITS	2900	1	2024-11-04
647	FPLC	1 ST CAMP FPL	1.00	UNITS	1400	1	2024-11-04
648	FPL	FIREPLCE/MET F	2.00	UNITS	3200	1	2024-11-04
649	FPL	FIREPLCE/MET F	2.00	UNITS	2700	1	2024-11-04
649	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-04
651	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
651	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	2	2024-11-04
652	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-04
655	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
655	SNA	SAUNA	24.00	S.F.	2700	1	2024-11-04
664	FPLC	1 ST CAMP FPL	1.00	UNITS	2300	1	2024-11-04
667	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-04
673	FPLC	1 ST CAMP FPL	1.00	UNITS	2000	1	2024-11-04
689	HRTH	HEARTH-INC FLU	3.00	UNITS	3500	1	2024-11-04
689	GNRA	SV GENERATOR	1.00	UNITS	3600	1	2024-11-04
690	FPL3	2 STORY CHIM	1.00	UNITS	4600	1	2024-11-04
690	HOTT	HOT TUB	1.00	UNITS	3500	1	2024-11-04
691	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
692	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
692	HRTA	HEARTH-FLDPR	1.00	UNITS	900	1	2024-11-04
694	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
694	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
696	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
697	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-04
697	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
698	HRTH	HEARTH-INC FLU	2.00	UNITS	3200	1	2024-11-04
701	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
702	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
703	FLU1	FLUE CONCRETE	1.00	UNITS	300	1	2024-11-04
706	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
707	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
708	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
719	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
719	FPO	EXTRA FPL OPEN	2.00	UNITS	1900	1	2024-11-04
719	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
723	FPL1	FIREPLACE 1 ST	1.00	UNITS	2900	1	2024-11-04
725	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
725	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-04
734	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
736	FPL3	2 STORY CHIM	2.00	UNITS	8700	1	2024-11-04
737	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-04
737	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
737	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
737	GENR	SV GENERATOR >20KW	1.00	UNITS	14000	1	2024-11-04
738	FPL	FIREPLCE/MET F	1.00	UNITS	1400	1	2024-11-04
739	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-04
740	FLU1	FLUE CONCRETE	1.00	UNITS	500	2	2024-11-04
740	FPLD	DELUX FIREPLAC	1.00	UNITS	8900	1	2024-11-04
740	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
741	FPL2	1.5 STORY CHIM	1.00	UNITS	3000	1	2024-11-04
742	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
743	FPL2	1.5 STORY CHIM	1.00	UNITS	3300	1	2024-11-04
743	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
744	FPL2	1.5 STORY CHIM	1.00	UNITS	2700	1	2024-11-04
744	FPO	EXTRA FPL OPEN	1.00	UNITS	700	1	2024-11-04
744	GNRA	SV GENERATOR	1.00	UNITS	3300	1	2024-11-04
746	FPLD	DELUX FIREPLAC	1.00	UNITS	8500	1	2024-11-04
746	FPL1	FIREPLACE 1 ST	1.00	UNITS	3100	1	2024-11-04
748	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
748	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
748	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
749	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
749	GNRA	SV GENERATOR	1.00	UNITS	4500	1	2024-11-04
750	FPL3	2 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
750	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
750	SAU	SAUNA	64.00	S.F.	6400	1	2024-11-04
751	FPL2	1.5 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
751	SHR1	SHOWER STALL	1.00	UNITS	800	1	2024-11-04
752	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
753	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
753	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
753	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
754	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	1	2024-11-04
754	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
754	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
754	SNA	SAUNA	36.00	S.F.	3900	1	2024-11-04
754	GNRA	SV GENERATOR	1.00	UNITS	4600	1	2024-11-04
755	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
756	FPL2	1.5 STORY CHIM	1.00	UNITS	3900	1	2024-11-04
756	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
759	FPL1	FIREPLACE 1 ST	1.00	UNITS	2700	1	2024-11-04
759	GNR	SM SV GENERATOR	1.00	UNITS	1800	1	2024-11-04
765	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
765	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
768	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
768	GNRB	SV GENERATOR	1.00	UNITS	7900	1	2024-11-04
768	VLT1	VAULT	143.00	S.F.	11300	1	2024-11-04
771	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
772	FPL2	1.5 STORY CHIM	2.00	UNITS	7200	1	2024-11-04
775	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
782	FPL3	2 STORY CHIM	1.00	UNITS	4200	2	2024-11-04
782	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	2	2024-11-04
782	POOL	POOL	1.00	UNITS	19100	2	2024-11-04
783	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
785	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	2	2024-11-04
785	FPL1	FIREPLACE 1 ST	1.00	UNITS	3200	1	2024-11-04
785	GNRA	SV GENERATOR	1.00	UNITS	4400	1	2024-11-04
785	JAC	JETTUB	1.00	UNITS	1300	1	2024-11-04
786	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
786	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
787	FPL1	FIREPLACE 1 ST	1.00	UNITS	3400	2	2024-11-04
787	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
788	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
789	FPL	FIREPLCE/MET F	1.00	UNITS	1200	1	2024-11-04
789	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
792	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
792	FLU2	FLUE BRICK	1.00	UNITS	700	1	2024-11-04
792	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
795	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
797	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
797	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
797	NFP2	NONFCTG FPL2	2.00	UNITS	4300	1	2024-11-04
799	FPL2	1.5 STORY CHIM	2.00	UNITS	8100	1	2024-11-04
800	FPL	FIREPLCE/MET F	3.00	UNITS	4700	1	2024-11-04
801	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
801	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
804	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
804	NFPO	NONFNCTG FPO	2.00	UNITS	900	1	2024-11-04
804	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
806	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
806	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
808	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
809	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
809	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
810	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
810	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
810	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
812	FPL3	2 STORY CHIM	1.00	UNITS	3500	1	2024-11-04
812	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
812	GNRA	SV GENERATOR	1.00	UNITS	3800	1	2024-11-04
814	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-04
815	GNRA	SV GENERATOR	1.00	UNITS	3300	2	2024-11-04
815	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
815	GNRA	SV GENERATOR	1.00	UNITS	3600	1	2024-11-04
816	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	2	2024-11-04
816	HRTH	HEARTH-INC FLU	2.00	UNITS	2400	1	2024-11-04
816	GNRA	SV GENERATOR	1.00	UNITS	3700	1	2024-11-04
820	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
820	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
820	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-04
820	GNRA	SV GENERATOR	1.00	UNITS	4900	1	2024-11-04
826	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
826	SPR2	WET/CONCEALED	1843.00	S.F.	4600	1	2024-11-04
826	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
827	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
827	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
827	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
827	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
827	SHR1	SHOWER STALL	1.00	UNITS	900	1	2024-11-04
829	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-04
829	GNRA	SV GENERATOR	1.00	UNITS	0	1	2024-11-04
831	FPL3	2 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
831	FPLC	1 ST CAMP FPL	1.00	UNITS	2000	2	2024-11-04
831	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
831	FPL1	FIREPLACE 1 ST	2.00	UNITS	6300	1	2024-11-04
831	FPLC	1 ST CAMP FPL	2.00	UNITS	4000	3	2024-11-04
831	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
831	SHR1	SHOWER STALL	1.00	UNITS	700	2	2024-11-04
833	FPL	FIREPLCE/MET F	1.00	UNITS	800	2	2024-11-04
833	FPL3	2 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
833	HOTT	HOT TUB	1.00	UNITS	2800	1	2024-11-04
834	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
837	FPL3	2 STORY CHIM	2.00	UNITS	7500	1	2024-11-04
837	FPLC	1 ST CAMP FPL	1.00	UNITS	300	2	2024-11-04
837	NFPO	NONFNCTG FPO	1.00	UNITS	500	1	2024-11-04
839	HRTH	HEARTH-INC FLU	2.00	UNITS	2900	1	2024-11-04
842	FPL1	FIREPLACE 1 ST	1.00	UNITS	2800	1	2024-11-04
842	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
842	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
845	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
850	FPLC	1 ST CAMP FPL	1.00	UNITS	1800	1	2024-11-04
852	FPLC	1 ST CAMP FPL	1.00	UNITS	2000	1	2024-11-04
852	GNRA	SV GENERATOR	1.00	UNITS	3900	1	2024-11-04
853	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
853	GNRA	SV GENERATOR	1.00	UNITS	4500	1	2024-11-04
855	FLU1	FLUE CONCRETE	1.00	UNITS	500	1	2024-11-04
861	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
861	HOTT	HOT TUB	1.00	UNITS	2900	1	2024-11-04
862	SPR2	WET/CONCEALED	7281.00	S.F.	17300	1	2024-11-04
862	WHL	WHIRLPOOL	64.00	SF	1500	1	2024-11-04
862	WHL	WHIRLPOOL	80.00	SF	1900	1	2024-11-04
865	FPLD	DELUX FIREPLAC	1.00	UNITS	8300	1	2024-11-04
865	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-04
867	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-04
868	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
871	FPL1	FIREPLACE 1 ST	2.00	UNITS	6000	1	2024-11-04
871	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
871	JAC	JETTUB	1.00	UNITS	1200	1	2024-11-04
872	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
872	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
872	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-04
873	FPL2	1.5 STORY CHIM	2.00	UNITS	7700	1	2024-11-04
873	FPO	EXTRA FPL OPEN	1.00	UNITS	1000	1	2024-11-04
873	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-04
875	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
875	FPL	FIREPLCE/MET F	1.00	UNITS	1500	1	2024-11-04
875	JAC	JETTUB	1.00	UNITS	1400	1	2024-11-04
876	HRTH	HEARTH-INC FLU	2.00	UNITS	2700	1	2024-11-04
876	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-04
876	SHWR	EXT SHOWER	1.00	UNITS	300	1	2024-11-04
877	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
877	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
878	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
878	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
879	FPL2	1.5 STORY CHIM	1.00	UNITS	3200	1	2024-11-04
880	HRTH	HEARTH-INC FLU	1.00	UNITS	1700	1	2024-11-04
880	GNRA	SV GENERATOR	1.00	UNITS	5300	1	2024-11-04
881	FPL2	1.5 STORY CHIM	1.00	UNITS	3900	1	2024-11-04
881	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-04
881	SNA	SAUNA	54.00	S.F.	6100	1	2024-11-04
881	POOL	POOL	1.00	UNITS	11500	1	2024-11-04
881	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
883	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
884	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
887	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-04
887	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
891	FPL3	2 STORY CHIM	1.00	UNITS	3900	1	2024-11-04
891	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
891	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-04
895	FPL3	2 STORY CHIM	1.00	UNITS	4500	1	2024-11-04
895	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
896	FPL3	2 STORY CHIM	2.00	UNITS	9000	1	2024-11-04
896	FPO	EXTRA FPL OPEN	1.00	UNITS	1100	1	2024-11-04
896	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
899	FPL2	1.5 STORY CHIM	1.00	UNITS	2800	1	2024-11-04
899	FPO	EXTRA FPL OPEN	2.00	UNITS	1500	1	2024-11-04
899	FPLD	DELUX FIREPLAC	1.00	UNITS	6800	1	2024-11-04
899	GNRA	SV GENERATOR	2.00	UNITS	6800	1	2024-11-04
900	FPLD	DELUX FIREPLAC	1.00	UNITS	8000	1	2024-11-04
900	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-04
900	GNRA	SV GENERATOR	1.00	UNITS	4200	2	2024-11-04
900	HOTT	HOT TUB	1.00	UNITS	2800	1	2024-11-04
901	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
909	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
909	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
910	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-04
911	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
911	FPO	EXTRA FPL OPEN	2.00	UNITS	2000	1	2024-11-04
913	FLU2	FLUE BRICK	2.00	UNITS	1700	1	2024-11-04
916	HRTH	HEARTH-INC FLU	2.00	UNITS	2600	1	2024-11-04
916	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
920	NFP1	NONFCTG FPL1	1.00	UNITS	1600	1	2024-11-04
923	FLU1	FLUE CONCRETE	1.00	UNITS	200	2	2024-11-04
935	FPLD	DELUX FIREPLAC	1.00	UNITS	8700	1	2024-11-04
935	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
939	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
939	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	3	2024-11-04
940	HRTA	HEARTH-FLDPR	1.00	UNITS	900	1	2024-11-04
940	GNRA	SV GENERATOR	1.00	UNITS	5300	1	2024-11-04
940	SHWR	EXT SHOWER	1.00	UNITS	400	1	2024-11-04
942	HRTA	HEARTH-FLDPR	1.00	UNITS	800	1	2024-11-04
942	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
943	GNRA	SV GENERATOR	1.00	UNITS	4900	1	2024-11-04
944	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
944	GNRA	SV GENERATOR	1.00	UNITS	3900	1	2024-11-04
947	FPL2	1.5 STORY CHIM	1.00	UNITS	3800	1	2024-11-04
947	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
949	FPL1	FIREPLACE 1 ST	1.00	UNITS	3000	1	2024-11-04
949	FPO	EXTRA FPL OPEN	2.00	UNITS	1800	1	2024-11-04
949	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
951	FLU2	FLUE BRICK	1.00	UNITS	800	1	2024-11-04
952	FLU1	FLUE CONCRETE	1.00	UNITS	300	1	2024-11-04
952	HRTH	HEARTH-INC FLU	1.00	UNITS	1000	1	2024-11-04
953	FPL1	FIREPLACE 1 ST	1.00	UNITS	3600	1	2024-11-04
953	GNRA	SV GENERATOR	1.00	UNITS	5000	1	2024-11-04
954	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
954	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
955	HRTH	HEARTH-INC FLU	1.00	UNITS	1200	1	2024-11-04
955	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-04
959	FPL	FIREPLCE/MET F	0.00	UNITS	0	1	2024-11-04
960	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
962	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
962	GNRA	SV GENERATOR	1.00	UNITS	4700	1	2024-11-04
965	SPR2	WET/CONCEALED	600.00	S.F.	1600	1	2024-11-04
965	SPR1	SPRINKLERS-WET	312.00	S.F.	700	1	2024-11-04
965	GNRA	SV GENERATOR	1.00	UNITS	4100	1	2024-11-04
966	FPL2	1.5 STORY CHIM	1.00	UNITS	4100	1	2024-11-04
971	HRTH	HEARTH-INC FLU	1.00	UNITS	1400	1	2024-11-04
973	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
973	GNRA	SV GENERATOR	1.00	UNITS	4000	1	2024-11-04
974	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
974	FPO	EXTRA FPL OPEN	1.00	UNITS	900	1	2024-11-04
974	GNRA	SV GENERATOR	1.00	UNITS	4200	1	2024-11-04
976	FPL2	1.5 STORY CHIM	1.00	UNITS	3400	1	2024-11-04
977	FPL2	1.5 STORY CHIM	1.00	UNITS	4000	1	2024-11-04
977	HRTH	HEARTH-INC FLU	1.00	UNITS	1600	1	2024-11-04
977	GNRA	SV GENERATOR	1.00	UNITS	4800	1	2024-11-04
982	FPL1	FIREPLACE 1 ST	1.00	UNITS	2600	1	2024-11-04
986	HRTH	HEARTH-INC FLU	1.00	UNITS	1300	1	2024-11-04
987	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-04
987	HRTA	HEARTH-FLDPR	1.00	UNITS	700	1	2024-11-04
991	FLU1	FLUE CONCRETE	1.00	UNITS	400	1	2024-11-04
997	FPL2	1.5 STORY CHIM	1.00	UNITS	3600	1	2024-11-04
997	ELC1	ELEC CAR CHRGR	1.00	UNITS	1300	1	2024-11-04
997	GNRA	SV GENERATOR	1.00	UNITS	4300	1	2024-11-04
998	FPL2	1.5 STORY CHIM	1.00	UNITS	3700	1	2024-11-04
998	HRTH	HEARTH-INC FLU	1.00	UNITS	1500	1	2024-11-04
998	GNRA	SV GENERATOR	1.00	UNITS	4600	1	2024-11-04
998	SHR1	SHOWER STALL	1.00	UNITS	800	1	2024-11-04
1003	FLU2	FLUE BRICK	1.00	UNITS	600	1	2024-11-04
1004	HRTH	HEARTH-INC FLU	2.00	UNITS	3100	1	2024-11-04
1004	FPL3	2 STORY CHIM	1.00	UNITS	4300	1	2024-11-04
